Found 294 large rooms
Found 1710 rooms in total
AcrosstheCape.map.scen	total-time	0.000146	max-time-step	0.000146	time-20-moves	0.000146	total-len	432.627000	subopt	1.108220	valid
AcrosstheCape.map.scen	total-time	0.000096	max-time-step	0.000096	time-20-moves	0.000096	total-len	430.674400	subopt	1.108745	valid
AcrosstheCape.map.scen	total-time	0.000118	max-time-step	0.000118	time-20-moves	0.000118	total-len	409.887400	subopt	1.051293	valid
AcrosstheCape.map.scen	total-time	0.000170	max-time-step	0.000170	time-20-moves	0.000170	total-len	426.603400	subopt	1.096010	valid
AcrosstheCape.map.scen	total-time	0.000123	max-time-step	0.000123	time-20-moves	0.000123	total-len	433.757200	subopt	1.106636	valid
AcrosstheCape.map.scen	total-time	0.000078	max-time-step	0.000078	time-20-moves	0.000078	total-len	422.733600	subopt	1.088653	valid
AcrosstheCape.map.scen	total-time	0.000104	max-time-step	0.000104	time-20-moves	0.000104	total-len	421.976200	subopt	1.079529	valid
AcrosstheCape.map.scen	total-time	0.000072	max-time-step	0.000072	time-20-moves	0.000072	total-len	432.964400	subopt	1.106121	valid
AcrosstheCape.map.scen	total-time	0.000053	max-time-step	0.000053	time-20-moves	0.000053	total-len	397.189200	subopt	1.014703	valid
AcrosstheCape.map.scen	total-time	0.000083	max-time-step	0.000083	time-20-moves	0.000083	total-len	426.461400	subopt	1.087809	valid
AcrosstheCape.map.scen	total-time	0.000091	max-time-step	0.000091	time-20-moves	0.000091	total-len	433.792800	subopt	1.099822	valid
AcrosstheCape.map.scen	total-time	0.000065	max-time-step	0.000065	time-20-moves	0.000065	total-len	403.757200	subopt	1.028977	valid
AcrosstheCape.map.scen	total-time	0.000189	max-time-step	0.000189	time-20-moves	0.000189	total-len	450.692200	subopt	1.149531	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	415.775000	subopt	1.053649	valid
AcrosstheCape.map.scen	total-time	0.000097	max-time-step	0.000097	time-20-moves	0.000097	total-len	403.248400	subopt	1.025055	valid
AcrosstheCape.map.scen	total-time	0.000073	max-time-step	0.000073	time-20-moves	0.000073	total-len	431.443600	subopt	1.094110	valid
AcrosstheCape.map.scen	total-time	0.000072	max-time-step	0.000072	time-20-moves	0.000072	total-len	405.644800	subopt	1.028316	valid
AcrosstheCape.map.scen	total-time	0.000108	max-time-step	0.000108	time-20-moves	0.000108	total-len	458.443600	subopt	1.164150	valid
AcrosstheCape.map.scen	total-time	0.000148	max-time-step	0.000148	time-20-moves	0.000148	total-len	426.301600	subopt	1.084373	valid
AcrosstheCape.map.scen	total-time	0.000104	max-time-step	0.000104	time-20-moves	0.000104	total-len	412.390400	subopt	1.036923	valid
AcrosstheCape.map.scen	total-time	0.000129	max-time-step	0.000129	time-20-moves	0.000129	total-len	425.704000	subopt	1.068443	valid
AcrosstheCape.map.scen	total-time	0.000095	max-time-step	0.000095	time-20-moves	0.000095	total-len	440.875600	subopt	1.103950	valid
AcrosstheCape.map.scen	total-time	0.000063	max-time-step	0.000063	time-20-moves	0.000063	total-len	424.887400	subopt	1.070318	valid
AcrosstheCape.map.scen	total-time	0.000150	max-time-step	0.000150	time-20-moves	0.000150	total-len	502.230600	subopt	1.265457	valid
AcrosstheCape.map.scen	total-time	0.000091	max-time-step	0.000091	time-20-moves	0.000091	total-len	458.485000	subopt	1.155366	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	436.278000	subopt	1.092309	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	448.059000	subopt	1.122300	valid
AcrosstheCape.map.scen	total-time	0.000141	max-time-step	0.000141	time-20-moves	0.000141	total-len	441.704000	subopt	1.111706	valid
AcrosstheCape.map.scen	total-time	0.000099	max-time-step	0.000099	time-20-moves	0.000099	total-len	407.147800	subopt	1.022419	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	417.656600	subopt	1.043197	valid
AcrosstheCape.map.scen	total-time	0.000093	max-time-step	0.000093	time-20-moves	0.000093	total-len	435.715800	subopt	1.083436	valid
AcrosstheCape.map.scen	total-time	0.000102	max-time-step	0.000102	time-20-moves	0.000102	total-len	445.212800	subopt	1.108435	valid
AcrosstheCape.map.scen	total-time	0.000076	max-time-step	0.000076	time-20-moves	0.000076	total-len	419.431800	subopt	1.044358	valid
AcrosstheCape.map.scen	total-time	0.000077	max-time-step	0.000077	time-20-moves	0.000077	total-len	433.455400	subopt	1.075801	valid
AcrosstheCape.map.scen	total-time	0.000101	max-time-step	0.000101	time-20-moves	0.000101	total-len	489.218800	subopt	1.211216	valid
AcrosstheCape.map.scen	total-time	0.000069	max-time-step	0.000069	time-20-moves	0.000069	total-len	416.621200	subopt	1.037269	valid
AcrosstheCape.map.scen	total-time	0.000120	max-time-step	0.000120	time-20-moves	0.000120	total-len	450.775000	subopt	1.125036	valid
AcrosstheCape.map.scen	total-time	0.000078	max-time-step	0.000078	time-20-moves	0.000078	total-len	430.189200	subopt	1.073008	valid
AcrosstheCape.map.scen	total-time	0.000068	max-time-step	0.000068	time-20-moves	0.000068	total-len	444.899200	subopt	1.101972	valid
AcrosstheCape.map.scen	total-time	0.000097	max-time-step	0.000097	time-20-moves	0.000097	total-len	452.088600	subopt	1.112103	valid
AcrosstheCape.map.scen	total-time	0.000062	max-time-step	0.000062	time-20-moves	0.000062	total-len	418.662600	subopt	1.029761	valid
AcrosstheCape.map.scen	total-time	0.000093	max-time-step	0.000093	time-20-moves	0.000093	total-len	432.798600	subopt	1.068945	valid
AcrosstheCape.map.scen	total-time	0.000074	max-time-step	0.000074	time-20-moves	0.000074	total-len	416.958400	subopt	1.030140	valid
AcrosstheCape.map.scen	total-time	0.000142	max-time-step	0.000142	time-20-moves	0.000142	total-len	427.674400	subopt	1.053336	valid
AcrosstheCape.map.scen	total-time	0.000197	max-time-step	0.000197	time-20-moves	0.000197	total-len	440.674400	subopt	1.085969	valid
AcrosstheCape.map.scen	total-time	0.000248	max-time-step	0.000248	time-20-moves	0.000248	total-len	492.999800	subopt	1.212142	valid
AcrosstheCape.map.scen	total-time	0.000106	max-time-step	0.000106	time-20-moves	0.000106	total-len	459.053000	subopt	1.125240	valid
AcrosstheCape.map.scen	total-time	0.000113	max-time-step	0.000113	time-20-moves	0.000113	total-len	416.934800	subopt	1.024214	valid
AcrosstheCape.map.scen	total-time	0.000097	max-time-step	0.000097	time-20-moves	0.000097	total-len	476.857800	subopt	1.169374	valid
AcrosstheCape.map.scen	total-time	0.000059	max-time-step	0.000059	time-20-moves	0.000059	total-len	442.520600	subopt	1.082534	valid
AcrosstheCape.map.scen	total-time	0.000170	max-time-step	0.000170	time-20-moves	0.000170	total-len	437.633000	subopt	1.064459	valid
AcrosstheCape.map.scen	total-time	0.000075	max-time-step	0.000075	time-20-moves	0.000075	total-len	479.183200	subopt	1.174428	valid
AcrosstheCape.map.scen	total-time	0.000149	max-time-step	0.000149	time-20-moves	0.000149	total-len	443.088600	subopt	1.080588	valid
AcrosstheCape.map.scen	total-time	0.000172	max-time-step	0.000172	time-20-moves	0.000172	total-len	446.757200	subopt	1.092960	valid
AcrosstheCape.map.scen	total-time	0.000087	max-time-step	0.000087	time-20-moves	0.000087	total-len	452.041200	subopt	1.106509	valid
AcrosstheCape.map.scen	total-time	0.000060	max-time-step	0.000060	time-20-moves	0.000060	total-len	448.928800	subopt	1.096082	valid
AcrosstheCape.map.scen	total-time	0.000117	max-time-step	0.000117	time-20-moves	0.000117	total-len	475.633000	subopt	1.156389	valid
AcrosstheCape.map.scen	total-time	0.000108	max-time-step	0.000108	time-20-moves	0.000108	total-len	463.017600	subopt	1.131857	valid
AcrosstheCape.map.scen	total-time	0.000124	max-time-step	0.000124	time-20-moves	0.000124	total-len	462.319400	subopt	1.129675	valid
AcrosstheCape.map.scen	total-time	0.000105	max-time-step	0.000105	time-20-moves	0.000105	total-len	461.100400	subopt	1.114946	valid
AcrosstheCape.map.scen	total-time	0.000075	max-time-step	0.000075	time-20-moves	0.000075	total-len	451.378600	subopt	1.093959	valid
AcrosstheCape.map.scen	total-time	0.000106	max-time-step	0.000106	time-20-moves	0.000106	total-len	425.059000	subopt	1.027236	valid
AcrosstheCape.map.scen	total-time	0.000119	max-time-step	0.000119	time-20-moves	0.000119	total-len	435.384400	subopt	1.053620	valid
AcrosstheCape.map.scen	total-time	0.000153	max-time-step	0.000153	time-20-moves	0.000153	total-len	453.550200	subopt	1.100038	valid
AcrosstheCape.map.scen	total-time	0.000126	max-time-step	0.000126	time-20-moves	0.000126	total-len	464.005800	subopt	1.121426	valid
AcrosstheCape.map.scen	total-time	0.000099	max-time-step	0.000099	time-20-moves	0.000099	total-len	434.283800	subopt	1.045714	valid
AcrosstheCape.map.scen	total-time	0.000128	max-time-step	0.000128	time-20-moves	0.000128	total-len	425.556000	subopt	1.023707	valid
AcrosstheCape.map.scen	total-time	0.000103	max-time-step	0.000103	time-20-moves	0.000103	total-len	423.786800	subopt	1.020325	valid
AcrosstheCape.map.scen	total-time	0.000103	max-time-step	0.000103	time-20-moves	0.000103	total-len	491.384400	subopt	1.188820	valid
AcrosstheCape.map.scen	total-time	0.000128	max-time-step	0.000128	time-20-moves	0.000128	total-len	503.840000	subopt	1.206222	valid
AcrosstheCape.map.scen	total-time	0.000111	max-time-step	0.000111	time-20-moves	0.000111	total-len	541.473200	subopt	1.301115	valid
AcrosstheCape.map.scen	total-time	0.000074	max-time-step	0.000074	time-20-moves	0.000074	total-len	460.029400	subopt	1.098554	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	553.354800	subopt	1.323173	valid
AcrosstheCape.map.scen	total-time	0.000119	max-time-step	0.000119	time-20-moves	0.000119	total-len	462.881400	subopt	1.105829	valid
AcrosstheCape.map.scen	total-time	0.000057	max-time-step	0.000057	time-20-moves	0.000057	total-len	429.999800	subopt	1.031491	valid
AcrosstheCape.map.scen	total-time	0.000146	max-time-step	0.000146	time-20-moves	0.000146	total-len	473.834200	subopt	1.130626	valid
AcrosstheCape.map.scen	total-time	0.000128	max-time-step	0.000128	time-20-moves	0.000128	total-len	484.100400	subopt	1.159639	valid
AcrosstheCape.map.scen	total-time	0.000104	max-time-step	0.000104	time-20-moves	0.000104	total-len	458.260200	subopt	1.093311	valid
AcrosstheCape.map.scen	total-time	0.000079	max-time-step	0.000079	time-20-moves	0.000079	total-len	429.343000	subopt	1.026709	valid
AcrosstheCape.map.scen	total-time	0.000111	max-time-step	0.000111	time-20-moves	0.000111	total-len	477.331200	subopt	1.126597	valid
AcrosstheCape.map.scen	total-time	0.000144	max-time-step	0.000144	time-20-moves	0.000144	total-len	522.733600	subopt	1.243443	valid
AcrosstheCape.map.scen	total-time	0.000097	max-time-step	0.000097	time-20-moves	0.000097	total-len	492.585600	subopt	1.168901	valid
AcrosstheCape.map.scen	total-time	0.000082	max-time-step	0.000082	time-20-moves	0.000082	total-len	433.633000	subopt	1.031570	valid
AcrosstheCape.map.scen	total-time	0.000107	max-time-step	0.000107	time-20-moves	0.000107	total-len	461.390400	subopt	1.089596	valid
AcrosstheCape.map.scen	total-time	0.000137	max-time-step	0.000137	time-20-moves	0.000137	total-len	440.059000	subopt	1.040250	valid
AcrosstheCape.map.scen	total-time	0.000121	max-time-step	0.000121	time-20-moves	0.000121	total-len	522.704000	subopt	1.237155	valid
AcrosstheCape.map.scen	total-time	0.000138	max-time-step	0.000138	time-20-moves	0.000138	total-len	456.668400	subopt	1.084275	valid
AcrosstheCape.map.scen	total-time	0.000147	max-time-step	0.000147	time-20-moves	0.000147	total-len	473.289800	subopt	1.117148	valid
AcrosstheCape.map.scen	total-time	0.000113	max-time-step	0.000113	time-20-moves	0.000113	total-len	463.201000	subopt	1.098072	valid
AcrosstheCape.map.scen	total-time	0.000134	max-time-step	0.000134	time-20-moves	0.000134	total-len	450.378600	subopt	1.056783	valid
AcrosstheCape.map.scen	total-time	0.000116	max-time-step	0.000116	time-20-moves	0.000116	total-len	506.088600	subopt	1.187190	valid
AcrosstheCape.map.scen	total-time	0.000133	max-time-step	0.000133	time-20-moves	0.000133	total-len	484.059000	subopt	1.137311	valid
AcrosstheCape.map.scen	total-time	0.000120	max-time-step	0.000120	time-20-moves	0.000120	total-len	479.869600	subopt	1.127701	valid
AcrosstheCape.map.scen	total-time	0.000159	max-time-step	0.000159	time-20-moves	0.000159	total-len	454.982000	subopt	1.069007	valid
AcrosstheCape.map.scen	total-time	0.000080	max-time-step	0.000080	time-20-moves	0.000080	total-len	454.473200	subopt	1.062024	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	489.573800	subopt	1.150606	valid
AcrosstheCape.map.scen	total-time	0.000136	max-time-step	0.000136	time-20-moves	0.000136	total-len	463.431800	subopt	1.089167	valid
AcrosstheCape.map.scen	total-time	0.000096	max-time-step	0.000096	time-20-moves	0.000096	total-len	467.828200	subopt	1.096752	valid
AcrosstheCape.map.scen	total-time	0.000134	max-time-step	0.000134	time-20-moves	0.000134	total-len	475.343000	subopt	1.117810	valid
AcrosstheCape.map.scen	total-time	0.000224	max-time-step	0.000224	time-20-moves	0.000224	total-len	527.088600	subopt	1.221263	valid
AcrosstheCape.map.scen	total-time	0.000137	max-time-step	0.000137	time-20-moves	0.000137	total-len	462.958400	subopt	1.076422	valid
AcrosstheCape.map.scen	total-time	0.000139	max-time-step	0.000139	time-20-moves	0.000139	total-len	475.159600	subopt	1.103029	valid
AcrosstheCape.map.scen	total-time	0.000111	max-time-step	0.000111	time-20-moves	0.000111	total-len	481.627000	subopt	1.115531	valid
AcrosstheCape.map.scen	total-time	0.000109	max-time-step	0.000109	time-20-moves	0.000109	total-len	469.331200	subopt	1.096350	valid
AcrosstheCape.map.scen	total-time	0.000105	max-time-step	0.000105	time-20-moves	0.000105	total-len	470.834200	subopt	1.090998	valid
AcrosstheCape.map.scen	total-time	0.000158	max-time-step	0.000158	time-20-moves	0.000158	total-len	516.331200	subopt	1.199774	valid
AcrosstheCape.map.scen	total-time	0.000079	max-time-step	0.000079	time-20-moves	0.000079	total-len	455.573800	subopt	1.062218	valid
AcrosstheCape.map.scen	total-time	0.000184	max-time-step	0.000184	time-20-moves	0.000184	total-len	483.402200	subopt	1.122057	valid
AcrosstheCape.map.scen	total-time	0.000102	max-time-step	0.000102	time-20-moves	0.000102	total-len	439.798600	subopt	1.022923	valid
AcrosstheCape.map.scen	total-time	0.000072	max-time-step	0.000072	time-20-moves	0.000072	total-len	475.780800	subopt	1.096203	valid
AcrosstheCape.map.scen	total-time	0.000180	max-time-step	0.000180	time-20-moves	0.000180	total-len	451.272000	subopt	1.042264	valid
AcrosstheCape.map.scen	total-time	0.000080	max-time-step	0.000080	time-20-moves	0.000080	total-len	464.917000	subopt	1.067886	valid
AcrosstheCape.map.scen	total-time	0.000220	max-time-step	0.000220	time-20-moves	0.000220	total-len	522.674400	subopt	1.208566	valid
AcrosstheCape.map.scen	total-time	0.000173	max-time-step	0.000173	time-20-moves	0.000173	total-len	520.869600	subopt	1.200384	valid
AcrosstheCape.map.scen	total-time	0.000092	max-time-step	0.000092	time-20-moves	0.000092	total-len	443.934800	subopt	1.024187	valid
AcrosstheCape.map.scen	total-time	0.000153	max-time-step	0.000153	time-20-moves	0.000153	total-len	473.230600	subopt	1.090788	valid
AcrosstheCape.map.scen	total-time	0.000180	max-time-step	0.000180	time-20-moves	0.000180	total-len	495.331200	subopt	1.139882	valid
AcrosstheCape.map.scen	total-time	0.000098	max-time-step	0.000098	time-20-moves	0.000098	total-len	456.769000	subopt	1.048597	valid
AcrosstheCape.map.scen	total-time	0.000080	max-time-step	0.000080	time-20-moves	0.000080	total-len	461.798600	subopt	1.064337	valid
AcrosstheCape.map.scen	total-time	0.000196	max-time-step	0.000196	time-20-moves	0.000196	total-len	474.360800	subopt	1.078784	valid
AcrosstheCape.map.scen	total-time	0.000147	max-time-step	0.000147	time-20-moves	0.000147	total-len	454.248400	subopt	1.040339	valid
AcrosstheCape.map.scen	total-time	0.000124	max-time-step	0.000124	time-20-moves	0.000124	total-len	463.532400	subopt	1.061962	valid
AcrosstheCape.map.scen	total-time	0.000159	max-time-step	0.000159	time-20-moves	0.000159	total-len	486.544200	subopt	1.108415	valid
AcrosstheCape.map.scen	total-time	0.000104	max-time-step	0.000104	time-20-moves	0.000104	total-len	446.272000	subopt	1.018481	valid
AcrosstheCape.map.scen	total-time	0.000159	max-time-step	0.000159	time-20-moves	0.000159	total-len	461.159600	subopt	1.055280	valid
AcrosstheCape.map.scen	total-time	0.000132	max-time-step	0.000132	time-20-moves	0.000132	total-len	556.425800	subopt	1.273659	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	470.946600	subopt	1.075461	valid
AcrosstheCape.map.scen	total-time	0.000069	max-time-step	0.000069	time-20-moves	0.000069	total-len	476.502800	subopt	1.090024	valid
AcrosstheCape.map.scen	total-time	0.000057	max-time-step	0.000057	time-20-moves	0.000057	total-len	445.952400	subopt	1.019292	valid
AcrosstheCape.map.scen	total-time	0.000295	max-time-step	0.000295	time-20-moves	0.000295	total-len	527.283800	subopt	1.191669	valid
AcrosstheCape.map.scen	total-time	0.000106	max-time-step	0.000106	time-20-moves	0.000106	total-len	468.627000	subopt	1.059116	valid
AcrosstheCape.map.scen	total-time	0.000238	max-time-step	0.000238	time-20-moves	0.000238	total-len	519.798600	subopt	1.174187	valid
AcrosstheCape.map.scen	total-time	0.000081	max-time-step	0.000081	time-20-moves	0.000081	total-len	470.621200	subopt	1.069261	valid
AcrosstheCape.map.scen	total-time	0.000205	max-time-step	0.000205	time-20-moves	0.000205	total-len	504.366600	subopt	1.141184	valid
AcrosstheCape.map.scen	total-time	0.000124	max-time-step	0.000124	time-20-moves	0.000124	total-len	490.431800	subopt	1.113775	valid
AcrosstheCape.map.scen	total-time	0.000093	max-time-step	0.000093	time-20-moves	0.000093	total-len	488.917000	subopt	1.102938	valid
AcrosstheCape.map.scen	total-time	0.000132	max-time-step	0.000132	time-20-moves	0.000132	total-len	462.544200	subopt	1.045664	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	475.319400	subopt	1.074717	valid
AcrosstheCape.map.scen	total-time	0.000097	max-time-step	0.000097	time-20-moves	0.000097	total-len	450.005800	subopt	1.022394	valid
AcrosstheCape.map.scen	total-time	0.000117	max-time-step	0.000117	time-20-moves	0.000117	total-len	455.715800	subopt	1.022105	valid
AcrosstheCape.map.scen	total-time	0.000075	max-time-step	0.000075	time-20-moves	0.000075	total-len	472.372600	subopt	1.063826	valid
AcrosstheCape.map.scen	total-time	0.000078	max-time-step	0.000078	time-20-moves	0.000078	total-len	482.354800	subopt	1.077091	valid
AcrosstheCape.map.scen	total-time	0.000213	max-time-step	0.000213	time-20-moves	0.000213	total-len	470.686200	subopt	1.056734	valid
AcrosstheCape.map.scen	total-time	0.000089	max-time-step	0.000089	time-20-moves	0.000089	total-len	480.118200	subopt	1.075967	valid
AcrosstheCape.map.scen	total-time	0.000112	max-time-step	0.000112	time-20-moves	0.000112	total-len	477.828200	subopt	1.074493	valid
AcrosstheCape.map.scen	total-time	0.000163	max-time-step	0.000163	time-20-moves	0.000163	total-len	457.585600	subopt	1.030099	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	524.828200	subopt	1.175835	valid
AcrosstheCape.map.scen	total-time	0.000115	max-time-step	0.000115	time-20-moves	0.000115	total-len	463.029400	subopt	1.039544	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	475.946600	subopt	1.068290	valid
AcrosstheCape.map.scen	total-time	0.000099	max-time-step	0.000099	time-20-moves	0.000099	total-len	456.857800	subopt	1.018826	valid
AcrosstheCape.map.scen	total-time	0.000134	max-time-step	0.000134	time-20-moves	0.000134	total-len	513.343000	subopt	1.135782	valid
AcrosstheCape.map.scen	total-time	0.000161	max-time-step	0.000161	time-20-moves	0.000161	total-len	489.485000	subopt	1.091830	valid
AcrosstheCape.map.scen	total-time	0.000141	max-time-step	0.000141	time-20-moves	0.000141	total-len	522.757200	subopt	1.161752	valid
AcrosstheCape.map.scen	total-time	0.000135	max-time-step	0.000135	time-20-moves	0.000135	total-len	512.976200	subopt	1.143372	valid
AcrosstheCape.map.scen	total-time	0.000098	max-time-step	0.000098	time-20-moves	0.000098	total-len	484.491000	subopt	1.075371	valid
AcrosstheCape.map.scen	total-time	0.000129	max-time-step	0.000129	time-20-moves	0.000129	total-len	465.627000	subopt	1.030899	valid
AcrosstheCape.map.scen	total-time	0.000109	max-time-step	0.000109	time-20-moves	0.000109	total-len	478.218800	subopt	1.058254	valid
AcrosstheCape.map.scen	total-time	0.000134	max-time-step	0.000134	time-20-moves	0.000134	total-len	484.201000	subopt	1.073202	valid
AcrosstheCape.map.scen	total-time	0.000232	max-time-step	0.000232	time-20-moves	0.000232	total-len	482.283800	subopt	1.067370	valid
AcrosstheCape.map.scen	total-time	0.000129	max-time-step	0.000129	time-20-moves	0.000129	total-len	502.414000	subopt	1.109569	valid
AcrosstheCape.map.scen	total-time	0.000251	max-time-step	0.000251	time-20-moves	0.000251	total-len	518.029400	subopt	1.139084	valid
AcrosstheCape.map.scen	total-time	0.000170	max-time-step	0.000170	time-20-moves	0.000170	total-len	484.201000	subopt	1.067992	valid
AcrosstheCape.map.scen	total-time	0.000130	max-time-step	0.000130	time-20-moves	0.000130	total-len	467.715800	subopt	1.026688	valid
AcrosstheCape.map.scen	total-time	0.000119	max-time-step	0.000119	time-20-moves	0.000119	total-len	504.917000	subopt	1.111932	valid
AcrosstheCape.map.scen	total-time	0.000090	max-time-step	0.000090	time-20-moves	0.000090	total-len	503.597400	subopt	1.108386	valid
AcrosstheCape.map.scen	total-time	0.000159	max-time-step	0.000159	time-20-moves	0.000159	total-len	488.597400	subopt	1.080014	valid
AcrosstheCape.map.scen	total-time	0.000174	max-time-step	0.000174	time-20-moves	0.000174	total-len	503.502800	subopt	1.107042	valid
AcrosstheCape.map.scen	total-time	0.000115	max-time-step	0.000115	time-20-moves	0.000115	total-len	509.887400	subopt	1.118446	valid
AcrosstheCape.map.scen	total-time	0.000122	max-time-step	0.000122	time-20-moves	0.000122	total-len	505.402200	subopt	1.116622	valid
AcrosstheCape.map.scen	total-time	0.000124	max-time-step	0.000124	time-20-moves	0.000124	total-len	481.041200	subopt	1.051390	valid
AcrosstheCape.map.scen	total-time	0.000075	max-time-step	0.000075	time-20-moves	0.000075	total-len	470.857800	subopt	1.024747	valid
AcrosstheCape.map.scen	total-time	0.000125	max-time-step	0.000125	time-20-moves	0.000125	total-len	523.857800	subopt	1.143642	valid
AcrosstheCape.map.scen	total-time	0.000144	max-time-step	0.000144	time-20-moves	0.000144	total-len	469.526400	subopt	1.026128	valid
AcrosstheCape.map.scen	total-time	0.000106	max-time-step	0.000106	time-20-moves	0.000106	total-len	491.402200	subopt	1.076793	valid
AcrosstheCape.map.scen	total-time	0.000137	max-time-step	0.000137	time-20-moves	0.000137	total-len	491.686200	subopt	1.074045	valid
AcrosstheCape.map.scen	total-time	0.000148	max-time-step	0.000148	time-20-moves	0.000148	total-len	488.029400	subopt	1.066293	valid
AcrosstheCape.map.scen	total-time	0.000189	max-time-step	0.000189	time-20-moves	0.000189	total-len	531.414000	subopt	1.159356	valid
AcrosstheCape.map.scen	total-time	0.000162	max-time-step	0.000162	time-20-moves	0.000162	total-len	481.159600	subopt	1.046709	valid
AcrosstheCape.map.scen	total-time	0.000173	max-time-step	0.000173	time-20-moves	0.000173	total-len	558.745400	subopt	1.224996	valid
AcrosstheCape.map.scen	total-time	0.000089	max-time-step	0.000089	time-20-moves	0.000089	total-len	488.414000	subopt	1.057141	valid
AcrosstheCape.map.scen	total-time	0.000174	max-time-step	0.000174	time-20-moves	0.000174	total-len	546.917000	subopt	1.182030	valid
AcrosstheCape.map.scen	total-time	0.000070	max-time-step	0.000070	time-20-moves	0.000070	total-len	478.390400	subopt	1.031220	valid
AcrosstheCape.map.scen	total-time	0.000140	max-time-step	0.000140	time-20-moves	0.000140	total-len	487.698000	subopt	1.051336	valid
AcrosstheCape.map.scen	total-time	0.000189	max-time-step	0.000189	time-20-moves	0.000189	total-len	524.573800	subopt	1.134089	valid
AcrosstheCape.map.scen	total-time	0.000251	max-time-step	0.000251	time-20-moves	0.000251	total-len	545.041200	subopt	1.184059	valid
AcrosstheCape.map.scen	total-time	0.000148	max-time-step	0.000148	time-20-moves	0.000148	total-len	504.709800	subopt	1.092916	valid
AcrosstheCape.map.scen	total-time	0.000220	max-time-step	0.000220	time-20-moves	0.000220	total-len	540.514600	subopt	1.171563	valid
AcrosstheCape.map.scen	total-time	0.000090	max-time-step	0.000090	time-20-moves	0.000090	total-len	477.047200	subopt	1.029692	valid
AcrosstheCape.map.scen	total-time	0.000098	max-time-step	0.000098	time-20-moves	0.000098	total-len	486.976200	subopt	1.053357	valid
AcrosstheCape.map.scen	total-time	0.000100	max-time-step	0.000100	time-20-moves	0.000100	total-len	478.414000	subopt	1.022621	valid
AcrosstheCape.map.scen	total-time	0.000144	max-time-step	0.000144	time-20-moves	0.000144	total-len	502.153600	subopt	1.075310	valid
AcrosstheCape.map.scen	total-time	0.000121	max-time-step	0.000121	time-20-moves	0.000121	total-len	495.745400	subopt	1.064963	valid
AcrosstheCape.map.scen	total-time	0.000076	max-time-step	0.000076	time-20-moves	0.000076	total-len	494.656600	subopt	1.059807	valid
AcrosstheCape.map.scen	total-time	0.000154	max-time-step	0.000154	time-20-moves	0.000154	total-len	481.769000	subopt	1.030771	valid
AcrosstheCape.map.scen	total-time	0.000114	max-time-step	0.000114	time-20-moves	0.000114	total-len	480.828200	subopt	1.031464	valid
AcrosstheCape.map.scen	total-time	0.000125	max-time-step	0.000125	time-20-moves	0.000125	total-len	497.715800	subopt	1.065148	valid
AcrosstheCape.map.scen	total-time	0.000149	max-time-step	0.000149	time-20-moves	0.000149	total-len	524.266000	subopt	1.121226	valid
AcrosstheCape.map.scen	total-time	0.000142	max-time-step	0.000142	time-20-moves	0.000142	total-len	498.313400	subopt	1.071213	valid
AcrosstheCape.map.scen	total-time	0.000205	max-time-step	0.000205	time-20-moves	0.000205	total-len	521.159600	subopt	1.118976	valid
AcrosstheCape.map.scen	total-time	0.000132	max-time-step	0.000132	time-20-moves	0.000132	total-len	509.147800	subopt	1.085200	valid
AcrosstheCape.map.scen	total-time	0.000132	max-time-step	0.000132	time-20-moves	0.000132	total-len	483.224600	subopt	1.027923	valid
AcrosstheCape.map.scen	total-time	0.000139	max-time-step	0.000139	time-20-moves	0.000139	total-len	605.970200	subopt	1.287997	valid
AcrosstheCape.map.scen	total-time	0.000110	max-time-step	0.000110	time-20-moves	0.000110	total-len	522.260200	subopt	1.110573	valid
AcrosstheCape.map.scen	total-time	0.000119	max-time-step	0.000119	time-20-moves	0.000119	total-len	502.857800	subopt	1.072091	valid
AcrosstheCape.map.scen	total-time	0.000057	max-time-step	0.000057	time-20-moves	0.000057	total-len	531.224600	subopt	1.127942	valid
AcrosstheCape.map.scen	total-time	0.000118	max-time-step	0.000118	time-20-moves	0.000118	total-len	500.988000	subopt	1.062823	valid
AcrosstheCape.map.scen	total-time	0.000224	max-time-step	0.000224	time-20-moves	0.000224	total-len	543.059000	subopt	1.158400	valid
AcrosstheCape.map.scen	total-time	0.000135	max-time-step	0.000135	time-20-moves	0.000135	total-len	522.988000	subopt	1.111645	valid
